source_cell,edition,table,state,size_class,metric,comparison,axis,group1,group2,n_items_total,n_items_train,n_items_validation,n_items_test,frozen_condition,frozen_gold_letter,page_or_sheet,source_url_or_doc_hash,extraction_method,units,denominator_or_stratum,group1_value,group2_value,notes,verification_status,checker,checked_date,second_checker,adjudicated_date,discrepancy_type,recomputed_condition,recomputed_gold,agrees_with_frozen
AgCensus2015-16 T14-16 All/Large/area/MvF,AgCensus2015-16,T14-16,All,Large,area,MvF,gender,men,women,6,6,0,0,diff,a,,,,percent,SYNTHETIC,41.11,22.49,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Delhi/All/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Delhi,All,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,4,4,0,0,equal,c,,,,percent,SYNTHETIC,35.12,35.15,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Delhi/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Delhi,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,44.8,34.55,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Delhi/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Delhi,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,65.78,53.19,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Delhi/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Delhi,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,69.04,55.6,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Delhi/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Delhi,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,0,1,0,diff,a,,,,percent,SYNTHETIC,75.64,51.12,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Delhi/All/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Delhi,All,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,72.53,55.92,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Delhi/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Delhi,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,69.6,56.3,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Delhi/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Delhi,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,60.72,47.48,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Goa/All Classes/area/SCvsOthers,AgCensus2015-16,T2-4,Goa,All Classes,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,42.62,65.95,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Goa/All Classes/area/SCvsST,AgCensus2015-16,T2-4,Goa,All Classes,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,1,0,diff,b,,,,percent,SYNTHETIC,39.72,62.74,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Goa/All Classes/area/STvsOthers,AgCensus2015-16,T2-4,Goa,All Classes,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,46.68,62.0,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Goa/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Goa,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,31.72,61.54,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Goa/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Goa,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,percent,SYNTHETIC,41.58,61.3,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Goa/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Goa,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,40.84,52.59,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Goa/All/area/MediumvsLarge,AgCensus2015-16,T2-4,Goa,All,area,MediumvsLarge,landholding,medium operated area,large operated area,4,0,0,4,equal,c,,,,percent,SYNTHETIC,55.43,58.51,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Goa/All/area/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Goa,All,area,Semi-mediumvsLarge,landholding,semi-medium operated area,large operated area,3,3,0,0,equal,c,,,,percent,SYNTHETIC,57.96,61.61,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Goa/All/area/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Goa,All,area,Semi-mediumvsMedium,landholding,semi-medium operated area,medium operated area,3,3,0,0,equal,c,,,,percent,SYNTHETIC,48.55,49.88,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Goa/All/area/SmallvsLarge,AgCensus2015-16,T2-4,Goa,All,area,SmallvsLarge,landholding,small operated area,large operated area,3,0,0,3,equal,c,,,,percent,SYNTHETIC,20.09,23.41,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Goa/All/area/SmallvsMedium,AgCensus2015-16,T2-4,Goa,All,area,SmallvsMedium,landholding,small operated area,medium operated area,3,0,0,3,equal,c,,,,percent,SYNTHETIC,45.6,47.84,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Goa/All/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Goa,All,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,3,3,0,0,equal,c,,,,percent,SYNTHETIC,56.38,57.52,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Goa/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Goa,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,56.34,35.64,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Goa/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Goa,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,67.24,52.71,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Goa/All/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Goa,All,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,3,0,0,3,equal,c,,,,percent,SYNTHETIC,52.81,53.89,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Goa/All/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Goa,All,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,3,3,0,0,equal,c,,,,percent,SYNTHETIC,31.56,35.95,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Goa/Marginal/area/SCvsOthers,AgCensus2015-16,T2-4,Goa,Marginal,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,51.21,66.64,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Goa/Marginal/area/SCvsST,AgCensus2015-16,T2-4,Goa,Marginal,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,percent,SYNTHETIC,44.69,67.89,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Goa/Marginal/area/STvsOthers,AgCensus2015-16,T2-4,Goa,Marginal,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,41.04,59.96,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Goa/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Goa,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,22.35,37.47,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Goa/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Goa,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,b,,,,percent,SYNTHETIC,55.76,66.46,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Goa/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Goa,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,20.81,50.39,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Goa/ST/area/SmallvsMedium,AgCensus2015-16,T2-4,Goa,ST,area,SmallvsMedium,landholding,small operated area,medium operated area,1,1,0,0,equal,c,,,,percent,SYNTHETIC,55.65,55.89,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Goa/ST/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Goa,ST,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,1,0,0,1,equal,c,,,,percent,SYNTHETIC,20.29,21.02,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Goa/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Goa,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,71.3,49.18,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Goa/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Goa,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,58.36,45.08,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Goa/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Goa,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,40.69,29.45,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Goa/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Goa,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,82.45,54.42,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Goa/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Goa,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,2,2,0,0,equal,c,,,,percent,SYNTHETIC,24.09,26.94,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Goa/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Goa,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,4,4,0,0,equal,c,,,,percent,SYNTHETIC,53.39,54.98,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Gujarat/All Classes/area/SCvsOthers,AgCensus2015-16,T2-4,Gujarat,All Classes,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,57.3,81.49,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/All Classes/area/STvsOthers,AgCensus2015-16,T2-4,Gujarat,All Classes,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,21.25,45.74,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Gujarat,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,22.78,51.56,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Gujarat,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,29.18,45.54,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/All/area/MarginalvsLarge,AgCensus2015-16,T2-4,Gujarat,All,area,MarginalvsLarge,landholding,marginal operated area,large operated area,3,3,0,0,equal,c,,,,percent,SYNTHETIC,41.4,41.58,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Gujarat/All/area/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Gujarat,All,area,Semi-mediumvsMedium,landholding,semi-medium operated area,medium operated area,4,4,0,0,equal,c,,,,percent,SYNTHETIC,26.0,26.22,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Gujarat/All/area/SmallvsMedium,AgCensus2015-16,T2-4,Gujarat,All,area,SmallvsMedium,landholding,small operated area,medium operated area,3,0,0,3,equal,c,,,,percent,SYNTHETIC,37.65,39.95,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Gujarat/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Gujarat,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,66.44,47.83,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/All/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Gujarat,All,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,68.98,44.16,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/All/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Gujarat,All,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,81.51,54.85,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Gujarat,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,60.6,42.77,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Gujarat,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,62.26,36.54,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/Large/area/SCvsOthers,AgCensus2015-16,T2-4,Gujarat,Large,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,57.96,78.7,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/Large/area/STvsOthers,AgCensus2015-16,T2-4,Gujarat,Large,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,51.48,77.25,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/Large/number/SCvsOthers,AgCensus2015-16,T2-4,Gujarat,Large,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,21.42,40.21,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/Large/number/STvsOthers,AgCensus2015-16,T2-4,Gujarat,Large,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,20.07,47.59,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/Marginal/area/SCvsOthers,AgCensus2015-16,T2-4,Gujarat,Marginal,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,20.09,48.65,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/Marginal/area/STvsOthers,AgCensus2015-16,T2-4,Gujarat,Marginal,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,39.67,59.79,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Gujarat,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,22.56,52.35,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Gujarat,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,46.85,68.04,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/Medium/area/SCvsOthers,AgCensus2015-16,T2-4,Gujarat,Medium,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,31.5,45.03,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/Medium/area/STvsOthers,AgCensus2015-16,T2-4,Gujarat,Medium,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,57.85,84.49,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/Medium/number/SCvsOthers,AgCensus2015-16,T2-4,Gujarat,Medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,45.49,61.29,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/Medium/number/STvsOthers,AgCensus2015-16,T2-4,Gujarat,Medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,48.38,65.79,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Gujarat/SC/area/SmallvsMedium,AgCensus2015-16,T2-4,Gujarat,SC,area,SmallvsMedium,landholding,small operated area,medium operated area,4,4,0,0,equal,c,,,,percent,SYNTHETIC,21.45,23.63,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Gujarat/SC/number/MarginalvsLarge,AgCensus2015-16,T2-4,Gujarat,SC,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,67.51,54.34,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,Gujarat,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,65.83,51.98,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Gujarat,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,48.42,23.58,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/SC/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Gujarat,SC,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,62.57,49.54,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/SC/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Gujarat,SC,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,52.97,33.56,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/SC/number/SmallvsLarge,AgCensus2015-16,T2-4,Gujarat,SC,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,60.3,40.0,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/SC/number/SmallvsMedium,AgCensus2015-16,T2-4,Gujarat,SC,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,84.95,59.42,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/SC/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Gujarat,SC,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,72.01,45.23,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/ST/area/MarginalvsLarge,AgCensus2015-16,T2-4,Gujarat,ST,area,MarginalvsLarge,landholding,marginal operated area,large operated area,1,0,0,1,equal,c,,,,percent,SYNTHETIC,32.72,34.52,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Gujarat/ST/area/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Gujarat,ST,area,Semi-mediumvsMedium,landholding,semi-medium operated area,medium operated area,1,1,0,0,equal,c,,,,percent,SYNTHETIC,45.5,45.73,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Gujarat/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Gujarat,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,77.35,58.03,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Gujarat,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,43.68,23.94,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Gujarat,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,54.71,29.08,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Gujarat/ST/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Gujarat,ST,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,43.39,20.2,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
